node attribute,position,V point,V wave,video index
1.0,857.22754£¬408.07385,20.0£¬-1.732,13.669861£¬-13.360016,27
1.0,-12.528204£¬259.57007,0.5£¬-6.062,-79.3007£¬-104.399506,27
-1.0,1349.7322£¬555.2511,11.0£¬27.712,8.178345£¬-21.643066,27
1.0,1346.2565£¬545.1731,-7.0£¬-60.62,10.939453£¬-29.085999,27
1.0,1343.5072£¬548.6906,2.0£¬-8.66,8.662598£¬-30.19397,27
1.0,1346.4753£¬481.85263,-16.5£¬-66.682,10.369629£¬-21.633026,27
1.0,1242.6176£¬723.3191,-18.0£¬-10.392,-36.243042£¬2.305664,27
-1.0,1012.65137£¬-46.271446,-24.0£¬20.784000000000002,65.43555£¬-16.552391,27
1.0,1038.9624£¬369.0263,3.0£¬0.0,74.17578£¬44.42737,27
-1.0,850.37823£¬768.99963,-39.0£¬-12.123999999999995,16.703186£¬14.202881,27
-1.0,-191.3099£¬348.88364,27.0£¬34.64,-32.7153£¬-30.701843,27
-1.0,819.2909£¬553.2378,17.5£¬-33.774,-30.072021£¬23.1958,27
1.0,933.5215£¬340.65735,28.5£¬-0.866,46.442078£¬-4.344879,27
1.0,520.4879£¬185.661,2.5£¬-63.217999999999996,-5.218384£¬-53.437973,27
1.0,557.1114£¬187.90146,25.0£¬-17.32,14.367737£¬-38.332886,27
-1.0,745.0326£¬119.92495,44.5£¬-19.918,-43.083252£¬-6.2410965,27
-1.0,1350.1484£¬554.5288,-127.5£¬220.82999999999998,8.785034£¬-25.433533,27
-1.0,329.80798£¬301.7725,-2.0£¬-5.196,31.78122£¬17.678772,27
1.0,143.89386£¬313.1475,5.5£¬7.7940000000000005,26.427803£¬21.417267,27
-1.0,85.958824£¬537.76447,66.0£¬-10.392,-37.39949£¬2.5297241,27
1.0,-14.601143£¬570.07166,-2.0£¬-10.392,-63.601143£¬-46.928345,27
-1.0,518.711£¬-74.19205,2.0£¬12.124,-17.289001£¬-88.19205,27
1.0,1358.1982£¬457.72092,4.0£¬-22.516000000000002,-1.8017578£¬-57.279083,27
1.0,780.6352£¬720.92725,13.0£¬-6.928,7.635193£¬-14.072754,27
-1.0,-26.437897£¬567.72906,32.0£¬13.856,-64.4379£¬-48.270935,27
-1.0,1064.5487£¬723.80505,6.0£¬-29.444,7.548706£¬34.805054,27
-1.0,793.14374£¬723.5019,-8.5£¬2.598,19.143738£¬-21.498108,27
1.0,1030.2712£¬456.49493,63.0£¬46.764,95.27124£¬22.494934,27
1.0,1109.14£¬632.1226,1.0£¬1.7320000000000002,2.1400146£¬2.1226196,27
1.0,855.82794£¬208.76212,44.0£¬-67.548,41.82794£¬-18.237885,27
-1.0,1363.8708£¬474.33875,13.5£¬14.722000000000001,-26.12915£¬-32.661255,27
1.0,1080.989£¬670.89825,-15.5£¬38.97,3.9890137£¬23.898254,27
-1.0,838.08167£¬696.84717,-25.5£¬28.578,4.081665£¬-25.152832,27
-1.0,122.58065£¬564.7049,78.5£¬-12.99,-68.41935£¬-44.295105,27
1.0,523.29266£¬630.7852,23.5£¬-45.898,13.292664£¬-63.214783,27
-1.0,2.3972788£¬528.8529,15.5£¬35.506,-28.602722£¬-30.147095,27
-1.0,1071.9236£¬725.8761,9.5£¬-33.774,-3.076416£¬28.876099,27
-1.0,723.5558£¬44.35881,13.0£¬-1.732,-35.444214£¬-6.6411896,27
-1.0,640.3959£¬237.53809,48.0£¬-62.352,0.86169434£¬84.51143,28
-1.0,895.64246£¬698.2281,-5.0£¬15.588,8.409729£¬-55.711487,28
1.0,1113.5375£¬251.81349,-2.5£¬2.598,0.4359131£¬20.417877,28
-1.0,944.9542£¬359.89728,-26.5£¬-12.990000000000002,25.026794£¬18.559113,28
-1.0,1054.0734£¬-11.799385,-1.5£¬12.99,65.08057£¬-71.45612,28
1.0,1087.2665£¬490.02228,22.5£¬-7.794,44.781494£¬12.215363,28
-1.0,1227.0059£¬672.95685,12.5£¬-2.598,-16.804932£¬-10.627136,28
-1.0,881.83405£¬365.85355,26.5£¬-0.866,-34.67572£¬18.316925,28
-1.0,887.2788£¬367.26752,30.5£¬0.866,-29.43335£¬19.243103,28
-1.0,911.5572£¬752.41394,-22.0£¬-1.7319999999999993,51.119507£¬-22.354553,28
-1.0,740.2721£¬480.195,46.0£¬-57.156,-45.526733£¬8.505829,28
1.0,958.2496£¬465.62418,61.5£¬21.65,16.29663£¬21.66922,28
-1.0,1012.98456£¬-143.29489,7.0£¬45.032,31.63684£¬-102.823685,28
-1.0,1074.133£¬328.71024,-3.5£¬9.526,17.089722£¬-10.391205,28
1.0,1091.166£¬388.11713,10.0£¬20.784000000000002,-14.470459£¬42.00229,28
1.0,872.5185£¬404.55737,20.5£¬-2.598,7.296814£¬-6.4542847,28
1.0,541.23236£¬175.69817,29.0£¬-38.104,113.51526£¬-38.45659,28
-1.0,1017.46277£¬343.6952,21.0£¬62.352,-1.402832£¬-9.026428,28
1.0,971.08984£¬615.8537,12.5£¬6.062,39.11145£¬55.03412,28
1.0,968.0324£¬365.6445,7.0£¬-1.7319999999999998,36.865845£¬15.274292,28
-1.0,944.2513£¬127.776665,32.5£¬0.866,-39.536743£¬-11.264931,28
-1.0,866.92725£¬406.07706,20.0£¬-1.732,-15.940857£¬9.734833,28
1.0,723.64496£¬492.3957,27.0£¬-64.084,13.749634£¬-39.9198,28
-1.0,1255.0582£¬502.87836,21.5£¬-19.918,-78.1012£¬33.824554,28
-1.0,979.5898£¬-83.10707,-25.0£¬39.836,26.766113£¬-33.520287,28
-1.0,1279.9803£¬483.5623,31.0£¬-17.32,-63.25122£¬31.768219,28
1.0,587.295£¬90.25082,21.5£¬-2.598,31.45337£¬-26.723366,28
-1.0,-155.2276£¬215.71936,7.5£¬0.866,-5.518738£¬-1.5987701,28
-1.0,792.1404£¬579.4071,14.0£¬-12.124,-47.058533£¬19.769104,28
1.0,536.1897£¬194.69157,2.0£¬-15.588,12.935791£¬-22.390213,28
-1.0,506.98544£¬516.1356,-28.5£¬-70.146,4.1146545£¬12.74704,28
-1.0,608.0705£¬760.0276,63.0£¬-34.64,-40.327393£¬82.65704,28
1.0,1065.8602£¬749.24115,-5.5£¬9.526,-9.321533£¬29.020447,28
1.0,1053.0148£¬755.5351,-1.5£¬6.062,-17.532837£¬31.059387,28
-1.0,739.2134£¬135.05045,66.0£¬-71.012,-53.351685£¬8.013863,28
-1.0,79.38902£¬507.17236,37.0£¬-5.196,-3.8948288£¬4.1670227,28
-1.0,-127.79733£¬246.56845,4.5£¬-0.866,-45.918198£¬19.62976,28
1.0,34.442142£¬575.3664,0.0£¬-3.464,7.0427456£¬-22.028076,28
-1.0,1291.975£¬496.5754,17.5£¬-12.99,-70.29468£¬5.276123,28
1.0,1013.25726£¬703.13245,-20.0£¬15.588000000000001,-47.20392£¬16.126648,28
-1.0,789.8036£¬748.3938,-20.0£¬-3.4639999999999986,16.70111£¬7.6816406,28
1.0,-4.1738663£¬564.2286,-2.0£¬-1.7319999999999998,-19.044474£¬-30.824097,28
1.0,3.0355206£¬568.97284,16.5£¬11.258000000000001,18.117666£¬23.838806,28
-1.0,16.748165£¬572.10345,4.0£¬25.98,-3.4890747£¬-11.812317,28
-1.0,1021.10223£¬605.2745,4.0£¬1.732,-31.132141£¬-17.745544,28
1.0,930.5996£¬207.89557,37.5£¬-12.99,11.137207£¬-4.331604,28
1.0,1121.7976£¬623.95746,59.0£¬25.98,15.530762£¬-2.760315,28
1.0,1348.4032£¬492.87674,-6.0£¬-19.052,-23.669678£¬-18.237335,28
1.0,1391.155£¬620.4422,1.5£¬11.258,5.952881£¬37.05774,28
1.0,1075.666£¬469.1516,49.5£¬7.7940000000000005,15.7717285£¬20.954224,28
1.0,1068.3168£¬757.3389,0.0£¬12.124,-12.974365£¬29.551208,28
-1.0,750.4641£¬473.55472,45.0£¬-3.464,-25.462036£¬21.06485,29
1.0,645.9139£¬234.41338,35.0£¬-65.816,70.951294£¬-31.76741,29
1.0,907.4129£¬716.41296,22.5£¬-42.434,-6.7839355£¬-22.018982,29
-1.0,1098.9005£¬274.97076,3.0£¬-17.32,-12.806152£¬27.978851,29
1.0,1052.4247£¬15.530012,55.5£¬-77.074,4.3685303£¬-27.14078,29
1.0,1109.5511£¬496.22833,75.5£¬7.794,53.268066£¬28.856445,29
1.0,440.21692£¬295.95853,24.0£¬-8.66,20.241638£¬-21.41513,29
1.0,1197.093£¬698.8191,-2.5£¬6.061999999999999,-35.761597£¬19.855713,29
-1.0,-60.131027£¬416.3777,1.5£¬-18.186,3.2950745£¬21.029358,29
-1.0,892.8005£¬372.4697,9.0£¬-5.196,-28.018677£¬29.025757,29
-1.0,898.7022£¬371.39993,17.0£¬-10.392,-23.345581£¬28.126343,29
1.0,1130.5538£¬662.0249,46.5£¬-44.166,4.484375£¬-23.83789,29
1.0,779.3806£¬629.3048,7.0£¬-51.96,12.263733£¬-115.8952,29
-1.0,930.9876£¬721.16376,-3.5£¬4.33,45.4433£¬-51.01996,29
-1.0,-69.066895£¬327.47583,1.5£¬-0.866,-27.813576£¬48.975494,29
-1.0,746.9051£¬496.90714,53.5£¬-52.826,-37.83777£¬27.295776,29
1.0,1135.1989£¬669.618,38.5£¬-33.774,2.215088£¬-31.765808,29
1.0,921.8723£¬438.98096,-11.0£¬-57.156,-10.958618£¬-29.273071,29
-1.0,1005.6859£¬-134.42685,36.5£¬73.61,-40.000854£¬-48.657562,29
-1.0,1358.0236£¬510.1107,6.0£¬25.98,-4.590088£¬-15.806915,29
1.0,1095.737£¬379.7521,6.0£¬19.052,2.340332£¬20.917969,29
1.0,795.9468£¬495.54932,71.5£¬-47.63,48.564453£¬-50.122253,29
-1.0,903.4839£¬408.31674,1.5£¬108.25,4.156128£¬-18.319855,29
-1.0,1035.8259£¬323.5645,-16.0£¬64.084,21.51233£¬-46.726196,29
-1.0,954.3246£¬342.73972,-1.0£¬-6.928,13.949402£¬15.480743,29
-1.0,1246.8676£¬361.5301,-5.0£¬-34.64,-34.463867£¬94.99216,29
-1.0,-66.58928£¬380.81537,-1.0£¬-6.928,11.249863£¬12.182922,29
1.0,963.12354£¬364.45972,12.5£¬26.846,26.595459£¬23.281006,29
1.0,967.2435£¬117.61108,30.5£¬-4.33,3.8035278£¬-2.5118713,29
1.0,116.64988£¬412.158,52.5£¬9.526,27.85624£¬40.72711,29
1.0,812.32306£¬475.26062,30.0£¬-46.764,104.00781£¬-53.29419,29
1.0,120.3978£¬330.99094,28.0£¬-1.732,29.55729£¬2.232788,29
1.0,877.52673£¬753.8871,27.5£¬-35.506,27.148499£¬-15.112549,29
1.0,603.19324£¬99.40796,11.0£¬-5.196,44.801636£¬-5.9049683,29
-1.0,-191.15851£¬361.54935,-13.0£¬-25.98,0.1513977£¬12.66571,29
-1.0,495.48254£¬110.39286,0.5£¬0.866,-22.530945£¬-12.070755,29
-1.0,816.14197£¬568.71106,-5.0£¬-39.836,-3.1489258£¬15.473267,29
-1.0,945.7471£¬344.72446,-25.5£¬-6.062000000000001,12.225586£¬4.067108,29
-1.0,916.78217£¬424.9383,33.5£¬-45.898,-2.6395264£¬1.7987671,29
1.0,523.64044£¬169.08336,26.0£¬-57.156,3.1525269£¬-16.577637,29
1.0,1087.6875£¬424.7968,35.0£¬6.928,64.55054£¬30.23413,29
1.0,627.24524£¬116.36192,14.5£¬0.866,27.164001£¬-0.5915375,29
-1.0,1060.602£¬729.5113,15.0£¬-5.196,-12.573975£¬1.2929688,29
-1.0,36.211155£¬514.4564,28.5£¬-32.042,-52.834248£¬5.527405,29
-1.0,183.3536£¬370.63434,-4.5£¬-7.7940000000000005,7.904587£¬63.87854,29
-1.0,118.24164£¬404.49817,31.0£¬-22.516,-25.652222£¬91.35068,29
1.0,-119.7348£¬247.16045,2.5£¬-0.866,25.819427£¬10.584854,29
-1.0,1285.7603£¬468.15192,20.5£¬-23.382,-72.43799£¬10.431,29
1.0,6.0544586£¬543.93066,54.5£¬-12.99,32.492355£¬-23.7984,29
1.0,1059.7675£¬767.5428,-31.5£¬32.042,-4.78125£¬43.737732,29
1.0,21.673237£¬546.38135,22.5£¬-33.774,43.10313£¬-10.598511,29
1.0,1050.891£¬635.3003,2.5£¬16.454,11.62085£¬21.17865,29
1.0,983.1623£¬208.40086,15.0£¬6.928,50.91571£¬-3.6696014,29
1.0,1346.3389£¬468.47214,-8.5£¬-4.33,-31.72229£¬-39.14563,29
1.0,1342.8367£¬453.88806,-15.5£¬-7.7940000000000005,-21.03418£¬-20.450684,29
1.0,1076.9567£¬471.78906,68.0£¬3.464,30.159058£¬31.733734,29
-1.0,1085.0564£¬658.9353,11.5£¬37.238,4.067383£¬-11.962952,29
1.0,431.74713£¬543.38354,-2.5£¬-40.702,-69.354095£¬-107.31659,29
1.0,142.82794£¬571.9431,43.5£¬40.702,20.247292£¬7.23822,29
-1.0,12.821809£¬557.05054,15.5£¬-47.63,10.42453£¬28.197632,29
-1.0,1058.1307£¬737.51825,5.0£¬-10.392,-13.792847£¬11.642151,29
1.0,110.07502£¬549.5213,53.0£¬-5.196,42.283607£¬10.542664,29
1.0,672.9251£¬201.85194,46.5£¬-52.826,32.529236£¬-35.686142,30
1.0,922.84106£¬768.8213,27.0£¬17.32,27.198608£¬70.5932,30
-1.0,58.58619£¬325.37375,10.0£¬5.196000000000001,-19.913918£¬-16.491943,30
1.0,1102.4695£¬265.3098,-11.0£¬6.928,-11.067993£¬13.496323,30
1.0,769.9036£¬368.66965,-37.0£¬-15.587999999999997,-30.857727£¬-47.033356,30
-1.0,925.686£¬429.06332,37.0£¬84.868,-4.9819946£¬-9.268402,30
-1.0,416.46704£¬298.96524,38.5£¬-4.33,-7.541626£¬-3.973816,30
1.0,1327.6796£¬420.1009,0.5£¬-47.63,11.714844£¬-30.229431,30
1.0,884.69763£¬369.67703,-1.5£¬0.866,-2.5811768£¬2.4095154,30
-1.0,922.9915£¬427.502,50.0£¬83.136,-7.069824£¬-9.068024,30
-1.0,899.5162£¬398.08884,20.0£¬17.32,-14.664551£¬-82.151215,30
1.0,825.77734£¬455.59457,37.0£¬-107.384,91.20337£¬-43.826263,30
-1.0,899.1694£¬416.4672,34.5£¬42.434,-13.465393£¬-16.021423,30
-1.0,1039.3745£¬325.52646,-5.5£¬11.258,21.911743£¬-18.168732,30
-1.0,949.18915£¬339.04312,37.5£¬28.578,-6.822998£¬-5.448639,30
-1.0,862.28613£¬393.03146,58.5£¬32.042,-41.97101£¬-101.262665,30
1.0,1020.3876£¬638.2145,25.0£¬-5.196,49.29773£¬22.360779,30
-1.0,1247.2631£¬387.502,0.0£¬-24.248,-24.220947£¬72.81415,30
1.0,1345.884£¬462.04517,9.0£¬-12.124,18.624268£¬-5.2831116,30
-1.0,-80.920135£¬366.04156,1.0£¬6.928,-16.287292£¬-22.83136,30
1.0,962.52045£¬379.27817,-11.5£¬32.042,-5.511963£¬13.633667,30
-1.0,86.702286£¬381.8082,59.0£¬13.856,-29.264793£¬-18.826233,30
-1.0,1343.4553£¬658.0242,-8.0£¬-128.168,5.404297£¬5.1138306,30
1.0,804.5278£¬423.92972,23.0£¬-64.084,80.88281£¬-68.46597,30
1.0,-72.961075£¬280.39624,-2.0£¬17.32,2.345993£¬5.0944214,30
1.0,1276.1372£¬511.54486,10.5£¬-19.918,-12.195679£¬-39.920105,30
-1.0,1259.709£¬516.13416,-6.0£¬-13.856,4.650757£¬13.255798,30
-1.0,1252.9745£¬734.60364,-1.0£¬-17.32,0.26623535£¬21.667603,30
-1.0,955.52277£¬-147.18344,14.0£¬15.588000000000001,-24.067017£¬-64.07637,30
1.0,1066.4878£¬355.01813,12.5£¬33.774,-2.4127197£¬9.936035,30
1.0,888.9349£¬763.5731,42.5£¬-2.598,8.925476£¬6.90979,30
1.0,604.3795£¬93.9332,11.5£¬-4.33,17.084534£¬3.6823807,30
1.0,467.7694£¬143.25507,-2.0£¬3.464,-24.702087£¬35.904083,30
-1.0,935.44727£¬336.5947,41.5£¬16.454,-23.726257£¬-32.795288,30
-1.0,919.59314£¬422.77875,33.0£¬65.816,-14.448975£¬-7.462799,30
1.0,786.9254£¬442.69574,2.5£¬-0.866,38.817017£¬-21.10321,30
1.0,638.9303£¬689.01276,46.0£¬-46.764,30.859802£¬-71.01483,30
-1.0,39.985588£¬518.69446,28.0£¬-19.052,-39.403435£¬11.522095,30
-1.0,89.45936£¬370.87723,42.5£¬6.061999999999999,-37.591904£¬-19.63034,30
-1.0,65.170395£¬588.35876,4.0£¬-8.66,-27.265518£¬12.559937,30
1.0,-106.368484£¬253.83112,5.0£¬0.0,21.428848£¬7.262665,30
-1.0,624.81323£¬463.48322,-37.0£¬-10.392,120.05704£¬-56.243835,30
-1.0,52.32926£¬556.57715,-15.0£¬62.352000000000004,17.88712£¬-18.789246,30
1.0,1319.5703£¬494.87527,23.5£¬-18.186,27.595337£¬-1.7001343,30
1.0,834.7288£¬719.9474,40.5£¬-6.062,44.925232£¬-28.446411,30
1.0,-18.375546£¬533.9857,-4.5£¬-42.434,-14.201679£¬-30.242859,30
1.0,828.1625£¬695.1673,30.5£¬-9.526,41.720825£¬-40.973206,30
1.0,-0.99835587£¬528.7124,23.0£¬-36.372,-4.0338764£¬-40.260437,30
1.0,27.104881£¬544.7795,13.0£¬-36.372,10.356716£¬-27.323975,30
1.0,1047.9519£¬654.5142,25.5£¬14.722,26.84967£¬49.239746,30
1.0,986.1194£¬209.37126,22.0£¬6.928,55.519775£¬1.4756927,30
-1.0,1344.0396£¬461.95078,-127.5£¬220.82999999999998,-4.3636475£¬-30.925964,30
1.0,1337.3364£¬456.62848,-2.0£¬-46.764,0.9760742£¬-10.002869,30
1.0,1097.2009£¬460.63113,27.5£¬7.7940000000000005,21.534912£¬-8.520477,30
1.0,1076.5298£¬687.1301,-32.0£¬8.66,-13.562866£¬20.76239,30
-1.0,925.80414£¬755.56305,1.5£¬-4.33,29.824097£¬62.97882,30
1.0,627.60205£¬379.71664,-13.5£¬33.774,-18.311829£¬145.30327,31
-1.0,929.8461£¬604.77783,3.5£¬47.63,22.433228£¬-111.63513,31
-1.0,-67.00705£¬-77.453156,7.5£¬28.578,-160.98836£¬-415.60995,31
-1.0,1098.5409£¬368.73395,10.5£¬106.518,-11.010254£¬-127.494385,31
-1.0,-210.81317£¬148.01904,-7.0£¬72.744,-150.68214£¬-268.35864,31
1.0,754.23035£¬778.80853,-1.5£¬63.218,-25.150269£¬149.50372,31
-1.0,1384.9688£¬70.39973,0.0£¬13.856,292.28088£¬-342.95993,31
1.0,-193.28702£¬-4.2471313,-40.5£¬-54.55799999999999,-124.22012£¬-331.72296,31
1.0,1127.3774£¬776.5945,-9.0£¬62.352000000000004,-7.821411£¬106.9765,31
1.0,610.82733£¬494.64642,-40.0£¬48.495999999999995,-129.8169£¬11.356445,31
-1.0,1352.7103£¬59.43145,1.0£¬32.908,256.97327£¬-320.32065,31
-1.0,824.7407£¬326.69965,14.5£¬44.166,-57.319153£¬-107.18701,31
1.0,576.56714£¬534.8415,-53.0£¬58.888,-219.37964£¬39.292175,31
-1.0,1142.2573£¬114.30845,20.5£¬64.95,106.4314£¬-209.25607,31
-1.0,1314.3947£¬50.238197,1.0£¬74.476,137.37305£¬-272.33447,31
1.0,966.2895£¬623.70245,2.0£¬51.96,-13.236267£¬15.215698,31
-1.0,-230.68567£¬11.93219,-5.0£¬71.012,-164.09639£¬-368.88318,31
-1.0,896.92816£¬269.72656,38.0£¬8.66,-66.19537£¬-94.733154,31
-1.0,-38.788567£¬-14.476654,1.0£¬1.7319999999999998,-155.43845£¬-426.63464,31
-1.0,-147.70486£¬-14.319672,-3.0£¬27.712,-75.37869£¬-292.10306,31
1.0,83.57683£¬78.66434,-1.0£¬-1.732,-44.592087£¬-241.72125,31
-1.0,1410.0089£¬383.1668,3.5£¬75.342,110.18396£¬-177.97919,31
-1.0,957.4455£¬-141.14352,-2.0£¬64.084,-7.134094£¬-61.185226,31
-1.0,292.20792£¬-63.1875,78.5£¬42.434,-203.27463£¬-173.58035,31
-1.0,688.30743£¬603.44073,0.5£¬-0.866,-127.83453£¬34.729675,31
-1.0,895.457£¬299.7705,44.5£¬82.27,-50.2901£¬-44.95395,31
-1.0,596.9068£¬183.95378,14.0£¬76.208,71.80029£¬-471.4458,31
-1.0,-36.822662£¬-141.22922,-12.0£¬46.764,-157.70808£¬-528.38477,31
-1.0,-37.72152£¬220.98657,-1.5£¬63.217999999999996,-73.93268£¬-293.46985,31
-1.0,76.62886£¬-115.61548,21.0£¬53.692,-106.72475£¬-486.24982,31
-1.0,196.34758£¬-23.113472,17.0£¬12.123999999999999,-92.1458£¬-363.5382,31
-1.0,-18.090973£¬-37.74987,-4.0£¬55.424,-136.33261£¬-442.24805,31
-1.0,-37.69742£¬302.8909,4.5£¬66.682,-99.60536£¬-290.4578,31
-1.0,-178.58594£¬0.5775757,-11.0£¬79.672,-58.851135£¬-246.58287,31
-1.0,513.0447£¬341.89792,-59.5£¬103.054,-14.783447£¬-159.2544,31
-1.0,-17.534012£¬282.8604,3.0£¬74.476,-60.583046£¬-264.25592,31
-1.0,-151.60797£¬209.77208,2.5£¬78.806,-157.66243£¬-334.15857,31
-1.0,-114.610886£¬289.30716,-1.0£¬64.084,-133.36012£¬-252.074,31
-1.0,-49.932312£¬304.3703,4.0£¬67.548,-71.605545£¬-242.01105,31
1.0,1018.96£¬672.21515,-1.0£¬51.96,-31.93097£¬36.914856,31
1.0,1131.8848£¬722.39325,8.0£¬62.352,12.50354£¬85.8255,31
1.0,908.8481£¬201.99794,57.0£¬45.032000000000004,87.830444£¬15.471054,31
-1.0,1083.4056£¬383.7008,-4.5£¬115.178,6.4489746£¬-88.08826,31
-1.0,-172.4068£¬438.9309,27.0£¬55.424,-123.84949£¬-215.32947,31
-1.0,63.17022£¬358.141,35.5£¬71.878,-79.65772£¬-213.80212,31
-1.0,-131.02652£¬233.15387,-8.5£¬54.558,-143.84833£¬-323.89667,31
-1.0,72.66977£¬259.31335,9.0£¬88.332,-37.40525£¬-290.20795,31
-1.0,-37.017853£¬231.78935,2.5£¬66.682,-78.01785£¬-301.21063,31
-1.0,1098.0895£¬251.18256,8.0£¬71.012,69.08948£¬-116.817444,31
-1.0,-38.242043£¬438.5135,-3.0£¬69.28,-73.24204£¬-224.48651,31
-1.0,182.54819£¬166.75308,-3.0£¬76.208,10.548187£¬-364.24692,31
-1.0,-74.469696£¬489.3196,9.5£¬68.414,-91.469696£¬-167.68039,31
1.0,882.4242£¬672.84375,-34.5£¬64.95,-36.575806£¬38.84375,31
-1.0,-143.81369£¬102.83906,4.0£¬77.94,-146.81369£¬-338.16095,31
-1.0,-12.954786£¬431.9281,2.5£¬77.074,-63.95479£¬-227.0719,31
-1.0,1132.9395£¬173.28801,10.5£¬87.466,97.93945£¬-160.71199,31
-1.0,188.03299£¬142.8815,1.5£¬66.682,26.03299£¬-333.1185,31
-1.0,-31.194328£¬500.47348,-8.0£¬67.548,-80.19433£¬-169.52652,31
-1.0,321.26016£¬144.75635,-23.0£¬107.384,103.26016£¬-413.24365,31
-1.0,465.05994£¬111.879585,-1.0£¬83.136,96.05994£¬-426.12042,31
-1.0,825.09686£¬335.59213,19.5£¬49.362,-77.90314£¬-68.40787,31
-1.0,919.89703£¬241.12726,56.0£¬36.372,-68.10297£¬-130.87274,31
-1.0,943.94995£¬470.4308,63.5£¬71.878,-115.05005£¬-18.569214,31
-1.0,919.7434£¬471.94974,55.0£¬98.724,-122.25659£¬-62.050262,31
-1.0,982.4283£¬475.53683,54.0£¬116.044,-102.57172£¬-45.463165,31
-1.0,-11.358416£¬445.67316,-2.0£¬72.744,-89.35841£¬-241.32684,31
-1.0,219.689£¬332.0908,12.0£¬43.3,14.688995£¬-318.9092,31
-1.0,1001.4319£¬551.3976,46.0£¬-1.732,-195.31335£¬34.757385,32
-1.0,760.3785£¬313.34195,1.5£¬-23.382,87.45337£¬111.490005,32
1.0,1148.0576£¬500.52554,59.5£¬-33.774,225.21655£¬-268.29575,32
1.0,-9.612747£¬-157.10718,0.0£¬-31.176,-68.19894£¬-482.48093,32
-1.0,449.60883£¬390.63705,34.0£¬-6.928,-320.2948£¬21.967407,32
1.0,1019.285£¬269.26318,20.0£¬-50.228,76.939575£¬-84.18744,32
1.0,988.6214£¬413.05615,71.5£¬-78.806,62.935425£¬-16.007172,32
-1.0,91.95484£¬332.2252,45.0£¬-46.764,-324.5122£¬33.25995,32
1.0,68.43677£¬22.854156,42.5£¬-26.846,149.39572£¬-378.40897,32
1.0,-56.682297£¬-106.359604,-7.0£¬-69.28,-105.15121£¬-470.1377,32
-1.0,829.7898£¬434.31714,32.5£¬-54.558,-47.522583£¬64.61417,32
1.0,539.03314£¬18.253872,2.0£¬-32.908,-271.4527£¬-375.6714,32
1.0,1308.7659£¬178.53435,1.5£¬-52.826,191.32056£¬-197.03404,32
1.0,294.76202£¬44.803795,-23.5£¬-59.754,-69.40762£¬-57.026505,32
1.0,-234.90823£¬-84.52698,19.5£¬-85.734,-166.97884£¬-413.31183,32
1.0,1110.2552£¬392.94666,-1.0£¬-57.156,-8.480957£¬-293.88165,32
1.0,1037.8809£¬424.55017,54.5£¬-56.29,105.608826£¬-11.146057,32
-1.0,748.6162£¬387.2682,43.0£¬-6.928,-174.3753£¬-40.233826,32
1.0,1144.3998£¬252.04427,-13.5£¬-40.702,47.16626£¬-117.622635,32
-1.0,741.8378£¬427.82407,25.5£¬-32.042,-133.18042£¬26.972229,32
1.0,906.76874£¬389.0554,54.0£¬-50.228,7.2525635£¬-9.033447,32
1.0,189.08559£¬87.488396,-10.0£¬-17.32,-319.13342£¬-119.12765,32
1.0,805.06696£¬225.87238,10.5£¬-32.042,-94.10242£¬-190.59482,32
-1.0,577.6363£¬88.1437,11.0£¬0.0,-146.97345£¬13.585014,32
1.0,858.8256£¬327.8829,9.0£¬-57.156,-3.4605103£¬-65.14856,32
1.0,1084.7844£¬452.91455,47.0£¬-29.444,64.39685£¬-185.29993,32
1.0,869.89575£¬259.30722,19.0£¬-50.228,-9.299377£¬-180.32849,32
1.0,17.455292£¬-264.26416,54.0£¬-91.796,98.37543£¬-630.3057,32
1.0,-131.75647£¬-27.264404,-16.0£¬-25.98,-58.795395£¬-307.66064,32
-1.0,962.3131£¬399.50803,50.5£¬-49.362,-104.17468£¬44.4899,32
-1.0,835.6799£¬670.1639,-51.5£¬-87.466,2.6278076£¬110.72339,32
1.0,680.87146£¬141.98285,81.5£¬-66.682,140.40454£¬-488.74945,32
1.0,483.46405£¬296.5342,-53.5£¬-78.806,-303.46136£¬-146.16153,32
1.0,1090.0652£¬632.97064,50.0£¬38.104,451.1349£¬-56.042114,32
-1.0,631.00946£¬183.20152,32.5£¬0.8659999999999997,-105.30652£¬63.24314,32
-1.0,-50.359955£¬-150.42825,1.5£¬7.794,-140.87029£¬-507.20544,32
1.0,-16.549698£¬-103.59532,-3.5£¬-54.558,-106.009056£¬-474.47253,32
1.0,226.00598£¬335.252,0.0£¬-71.012,160.83559£¬-253.10675,32
1.0,-234.72815£¬-62.388763,-9.5£¬-58.022,-128.35966£¬-316.21988,32
1.0,532.60974£¬162.16269,24.0£¬-95.26,-92.20349£¬-301.32053,32
1.0,241.01566£¬300.206,14.5£¬-58.022,188.6864£¬-256.37115,32
1.0,202.11781£¬175.19006,6.0£¬-50.228,220.49336£¬-358.79565,32
1.0,867.60645£¬609.57654,-8.5£¬-87.466,39.44397£¬-85.59076,32
1.0,1293.9451£¬370.3723,13.5£¬-58.022,123.33252£¬-129.41513,32
1.0,219.92395£¬287.45184,10.0£¬-39.836,220.9223£¬-241.26056,32
1.0,221.35472£¬325.25467,11.0£¬-83.136,194.24985£¬-219.52481,32
